Quality	#1 ID	#2 ID	#1 String	#2 String
0	142746	142671	Gyorgy Heizler, chefe da unidade local de desastres, disse que o ônibus transportava 38 passageiros.	O chefe da unidade local de desastres, Gyorgy Heizler, disse que o motorista do ônibus não seguiu o sinal vermelho.
0	1286053	1286069	Rudder foi recentemente vice-presidente sênior do negócio de evangelismo de desenvolvedores e plataformas.	O vice-presidente sênior Eric Rudder, ex-chefe da unidade de evangelismo de desenvolvedores e plataformas, liderará a nova entidade.
0	1563874	1563853	Assim como o esquema dos golfinhos, o caos permitiu que empresas estrangeiras se envolvessem em operações prejudiciais de exploração madeireira e pesca, sem monitoramento ou controle de exportação adequados.	O caos interno permitiu que empresas estrangeiras estabelecessem operações comerciais prejudiciais de exploração madeireira e pesca, sem monitoramento ou controle de exportação adequados.
1	2150265	2150184	Sheena Young, da Child, a rede nacional de apoio à infertilidade, espera que as diretrizes levem a um serviço mais &quot;justo e equitativo&quot; para quem sofre de infertilidade.	Sheena Young, porta-voz da Child, a rede nacional de apoio à infertilidade, disse que as diretrizes propostas devem levar a um serviço mais &quot;justo e equitativo&quot; para quem sofre de infertilidade.
0	2044342	2044457	&quot;Acho que você verá muito crescimento de empregos nos próximos dois anos&quot;, disse ele, acrescentando que o crescimento pode substituir os empregos perdidos.	&quot;Acho que você verá muito crescimento de empregos nos próximos dois anos&quot;, disse Mankiw.
1	1284150	1284173	O novo Finder coloca as pastas, discos rígidos, servidores de rede, iDisk e mídia removível de um usuário em um local, fornecendo acesso com um clique.	A ferramenta de navegação Finder reprojetada da Panther coloca as pastas, discos rígidos, servidores de rede, iDisk e mídia removível favoritos de um usuário em um único local.
1	3270389	3270327	Mas hoje foram divulgados avisos e relógios de tempestades tropicais no Haiti, em partes ocidentais da República Dominicana, no sudeste das Bahamas e nas ilhas Turk e Caicos.	Quinta-feira, havia alertas de tempestade tropical para a Jamaica e o Haiti e relógios para a República Dominicana ocidental, o sudeste das Bahamas e as ilhas Turks e Caicos.
1	2294059	2294112	Um magistrado federal em Fort Lauderdale ordenou que ele fosse detido sem fiança.	Zuccarini foi ordenado detido sem fiança na quarta-feira por um juiz federal em Fort Lauderdale, na Flórida.
0	1713015	1712982	Um IMC igual ou superior a 25 é considerado sobrepeso; 30 ou mais é considerado obeso.	Um IMC entre 18,5 e 24,9 é considerado normal, acima de 25 é considerado sobrepeso e 30 ou mais é definido como obeso.
1	1321918	1321644	Seis meses atrás, o FMI e a Argentina fecharam um acordo mínimo de rolagem da dívida de US $ 6,8 bilhões, que expira em agosto.	Mas seis meses atrás, os dois lados conseguiram fechar um acordo de rolagem da dívida de US $ 6,8 bilhões, que termina em agosto.
1	1239046	1239031	Crianças inibidas tendem a ser tímidas com novas pessoas, objetos e situações, enquanto crianças desinibidas as abordam espontaneamente.	Simplificando, indivíduos tímidos tendem a ser mais tímidos com novas pessoas e situações.
1	2907515	2907224	Eu queria trazer as pessoas mais bonitas para o edifício mais bonito, ele disse domingo dentro do concurso da Grand Central.	&quot;Eu queria trazer as pessoas mais bonitas para o edifício mais bonito&quot;, disse Tunick no domingo.
0	2791650	2791604	O amplo índice Standard &amp; Poor&#39;s 500 &lt;.SPX&gt; caiu 10,75 pontos, ou 1,02%, para 1.039,32.	O índice S &amp; P 500 subiu 1,26, ou 0,1 por cento, para 1.039,32, após cair 10,75 ontem.
0	2559762	2559517	Duque retornará à Terra em 27 de outubro com a atual equipe da estação, o astronauta dos EUA Ed Lu e o cosmonauta russo Yuri Malenchenko.	Atualmente a bordo da estação espacial estão o astronauta americano Ed Lu e o cosmonauta russo Yuri Malenchenko.
1	105493	105432	Cingapura já é o 12º maior parceiro comercial dos Estados Unidos, com comércio bilateral totalizando mais de US $ 34 bilhões.	Embora seja uma cidade-estado pequena, Cingapura é o 12º maior parceiro comercial dos Estados Unidos, com volume comercial de US $ 33,4 bilhões no ano passado.
1	14663	14617	Os maiores ganhos foram observados em preços, novos pedidos, estoques e exportações.	Subíndices que medem preços, novos pedidos, estoques e exportações aumentaram.
1	1692902	1692851	As negociações em Loral foram interrompidas ontem; as ações fecharam na segunda-feira a US $ 3,01.	A Bolsa de Nova York suspendeu as negociações ontem em Loral, que fechou em US $ 3,01 na sexta-feira.
0	1480561	1480670	O lucro por ação de operações recorrentes será de 13 centavos a 14 centavos.	Isso superou a previsão de ganhos de 8 a 9 centavos de dólar por ação da empresa em abril.
1	3089434	3089441	Ele planeja jantar com tropas no quartel-general militar dos EUA em Kosovo, Camp Bondsteel.	Depois disso, ele planeja jantar no acampamento Bondsteel com tropas americanas estacionadas lá.
1	2538111	2538021	Retalhistas JC Penney Co. Inc. (JCP) e Walgreen Co. (WAG) começa na segunda-feira.	Retalhistas JC Penney Co. Inc. JCP.N e Walgreen Co. WAG.N começa as coisas na segunda-feira.
1	1341941	1341915	Os promotores entraram com uma moção informando Lee que pretendem buscar a pena de morte.	Ele acrescentou que os promotores buscarão a pena de morte.
1	374967	375017	No ano passado, o tribunal confirmou o programa de vouchers escolares de Cleveland, determinando de 5 a 4 que os vouchers são constitucionais se fornecerem aos pais uma escolha de escolas religiosas e seculares.	No ano passado, o tribunal decidiu de 5 a 4 em um caso de Ohio que os comprovantes do governo são constitucionais se eles oferecerem aos pais escolhas entre uma variedade de escolas religiosas e seculares.
0	2321401	2321455	Ele venceu o câncer de testículo que se espalhou para seus pulmões e cérebro.	Armstrong, 31, lutou contra o câncer de testículo que se espalhou para o cérebro.
1	1356545	1356676	Sorkin, que enfrenta acusações de conspiração para obstruir a justiça e mentir para um grande júri, deveria ter sido julgado separadamente.	Sorkin deveria ter sido julgado separadamente sob acusação de conspiração e mentir para um grande júri.
0	2198036	2198094	Túmulos relatados em Albuquerque, Villafranca de Austin e Ratcliffe de Laredo.	Pete Slover relatou de Laredo e Gromer Jeffers de Albuquerque.
1	921159	921272	Prevê-se que o mercado de chips dos EUA caia 2,1% neste ano, depois cresça 15,7% em 2004.	O mercado das Américas cairá 2,1%, para US $ 30,6 bilhões em 2003, e depois crescerá 15,7%, para US $ 35,4 bilhões em 2004.
1	740726	739960	O grupo será chefiado pelo oficial do Departamento de Estado John S. Wolf, que serviu na Austrália, Vietnã, Grécia e Paquistão.	O grupo será chefiado por John S. Wolf, um secretário de Estado assistente que serviu na Austrália, Vietnã, Grécia e Paquistão.
0	284798	284937	A comissão deve elaborar os detalhes do plano, mas o cliente residencial médio que paga US $ 840 por ano obterá uma economia de cerca de US $ 30 anualmente.	Um cliente residencial médio que paga US $ 840 por ano em eletricidade pode obter uma economia de US $ 30 anualmente.
1	1041293	1041421	A empresa disse que planeja reapresentar seus ganhos de 2000 a 2002.	A empresa anunciou em janeiro que precisaria reapresentar os ganhos para 2002, 2001 e talvez 2000.
1	2630545	2630577	Resultados da fabricante norte-americana de refrigerantes PepsiCo Inc. O PEP.N provavelmente estava no centro das atenções.	Resultados da fabricante norte-americana de refrigerantes PepsiCo Inc. (nyse: PEP - news - people) provavelmente estavam no centro das atenções.
1	1014977	1014962	&quot;O resultado é um pacote geral que proporcionará um crescimento econômico significativo para nossos funcionários nos próximos quatro anos&quot;.	&quot;O resultado é um pacote geral que proporcionará um crescimento econômico significativo para nossos funcionários nos próximos anos&quot;, disse ele.
1	2674986	2674800	As músicas são oferecidas por 99 centavos cada, ou US $ 9,99 por um álbum.	A empresa oferecerá músicas por 99 centavos e álbuns por US $ 9,95.
1	2193346	2193362	No entanto, a conversa foi subestimada pela PBL, que disse que se concentraria apenas em compras menores que fossem imediatamente favoráveis ao ganho e ao fluxo de caixa.	A conversa, no entanto, foi subestimada pela PBL, que afirmou que se concentraria apenas em compras menores que fossem imediatamente favoráveis ao lucro e ao fluxo de caixa.
1	149798	149596	As ações da Comcast Classe A subiram 8 centavos a US $ 30,50 nas negociações da manhã na Nasdaq Stock Market.	As ações subiram 48 centavos para US $ 30 ontem nas negociações do mercado de ações da Nasdaq.
1	213302	213135	O Washington Post disse que a Airlite encerraria seu primeiro turno e partes do segundo turno na segunda-feira para acomodar a aparição do presidente.	A planta planeja encerrar seu primeiro turno e partes do segundo turno na segunda-feira para acomodar a aparição do presidente, disse Crosby.
0	1963350	1963106	Um ex-companheiro de equipe, Carlton Dotson, foi acusado do assassinato.	Seu corpo foi encontrado em 25 de julho, e o ex-companheiro de equipe Carlton Dotson foi acusado de morte por tiro.
1	3035675	3035707	Várias das perguntas feitas pelo público no fórum acelerado eram novas para os candidatos.	Várias perguntas da audiência também eram novas para os candidatos.
1	622300	622384	Enquanto isso, o número global de mortos chegou a 770, com mais de 8.300 pessoas doentes desde que o vírus da síndrome respiratória aguda grave apareceu pela primeira vez no sul da China em novembro.	O número global de mortes por SARS foi de pelo menos 767, com mais de 8.300 pessoas doentes desde que o vírus apareceu pela primeira vez no sul da China, em novembro.
0	962311	962987	As batalhas marcaram o quarto dia de uma varredura nos EUA para caçar apoiadores do regime caído de Saddam Hussein.	Vinte e sete iraquianos foram mortos, elevando o número de mortes da oposição para cerca de 100 em uma operação nos EUA para caçar partidários do regime caído de Saddam Hussein.
0	2506257	2506206	As mulheres realizaram exames de acompanhamento após cinco, 12 e 24 anos.	As mulheres fizeram exames de acompanhamento em 1974-75, 1980-81 e 1992-93, mas não foram novamente questionadas sobre o estresse.
0	221038	221083	A entrega dos jatos da Embraer está prevista para setembro de 2006.	As aeronaves Bombardier e Embraer serão entregues à US Airways até setembro de 2006.
1	1097577	1097664	Ao contrário do que você acredita no gerenciamento da PeopleSoft, a Oracle pretende dar suporte total aos clientes e produtos PeopleSoft por muitos anos. &quot;	Ellison disse que, contrariamente às alegações de gerenciamento da PeopleSoft, a Oracle pretende &quot;oferecer suporte total aos clientes e produtos da PeopleSoft&quot; por muitos anos.
0	218017	218035	O Application Intelligence será incluído como parte do aplicativo SmartDefense da empresa, incluído no Firewall-1.	Os novos recursos de inteligência de aplicativos estarão disponíveis em 3 de junho e estão incluídos no produto SmartDefense, fornecido com o FireWall-1.
0	2277501	2277502	American Masters: Arthur Miller, Elia Kazan e a Lista Negra: Nenhum Sem Pecado (Wed.	Observe o subtítulo desta terrível parábola na série &quot;American Masters&quot;, &quot;Arthur Miller, Elia Kazan e a Blacklist: None Without Sin&quot;.
1	423245	423228	O tempo de inatividade, que ocorre em maio e junho, deve reduzir a produção em 60 a 70 milhões de pés de placa.	O tempo de inatividade deve levar de 60 a 70 milhões de pés de placa para fora do sistema da empresa.
1	1336931	1336883	Em 3 de julho, Troy deve ser condenado à prisão perpétua sem liberdade condicional.	Troy enfrenta a vida na prisão sem liberdade condicional em sua sentença de 30 de julho.
1	2208366	2208492	A Universidade de Michigan lançou na quinta-feira um novo processo de ingresso na graduação, abandonando um sistema de pontos que a Suprema Corte dos EUA considerou inconstitucional em junho.	A Universidade de Michigan divulgou hoje uma nova política de admissões depois que a Suprema Corte dos EUA derrubou em junho a forma como anteriormente admitia estudantes de graduação.
1	2405153	2405189	Os processadores foram anunciados em San Jose no Intel Developer Forum.	O novo processador foi apresentado no Intel Developer Forum 2003 em San Jose, Califórnia.
0	3334905	3334946	O Departamento de Justiça entrou com uma ação na quinta-feira contra o estado do Mississippi por não terminar com o que as autoridades federais chamam de abuso &quot;perturbador&quot; de jovens e condições &quot;inesgotáveis&quot; em duas instalações estatais.	O Departamento de Justiça entrou com uma ação pelos direitos civis na quinta-feira contra o estado do Mississippi, alegando abuso de jovens infratores em duas instalações estatais.
1	1641162	1641062	Ele disse que os danos à asa forneceram um caminho para os gases quentes penetrarem na armadura térmica do navio durante a infeliz reentrada de Columbia.	O documento diz que o dano à asa forneceu um caminho para os gases quentes penetrarem na armadura térmica da Columbia durante sua reentrada fatal.
1	244062	243899	Também demonstrando força nas bilheterias - e obtendo sete indicações ao Tony - foi um potente renascimento do drama da família de Eugene O &#39;Neill, &quot;Jornada à noite no longo dia&quot;.	Também demonstrar força nas bilheterias - e obter sete indicações ao Tony - foi um potente renascimento do drama da família Eugene ONeills, Long Days Journey into Night. &quot;
1	2070455	2070493	Mas o secretário de Estado Colin Powell descartou essa possibilidade na quarta-feira.	O secretário de Estado Colin Powell descartou na semana passada um tratado de não agressão.
1	1996069	1996101	Thomas e Tauzin dizem, como muitos médicos, que o governo Bush tem o poder de corrigir algumas dessas falhas.	Como muitos médicos, Thomas e Tauzin dizem que o governo Bush tem o poder de corrigir algumas dessas falhas.
1	23807	23792	Com base na experiência em outros lugares, pode levar até dois anos até que sejam realizadas eleições regulares, acrescentou.	As autoridades militares dos EUA disseram que pode levar até dois anos até que sejam realizadas eleições regulares, com base em experiências em outras partes do mundo.
1	1211287	1210972	O primeiro tratamento biotecnológico para a asma, a constrição das vias aéreas que afeta milhões em todo o mundo, recebeu aprovação da Administração de Alimentos e Medicamentos dos EUA ontem.	O primeiro tratamento biotecnológico para a asma, a constrição das vias aéreas que afeta milhões de americanos, recebeu aprovação da Administração de Alimentos e Medicamentos dos EUA na sexta-feira.
1	2512758	2512692	Agentes do FBI prenderam um ex-sócio da empresa de contabilidade Big Four Ernst &amp; Young ERNY.UL por acusações criminais por obstruir investigações federais, disseram autoridades dos EUA na quinta-feira.	Um ex-sócio da empresa de contabilidade Ernst &amp; Young foi preso ontem por agentes do FBI nos EUA sob a acusação de obstruir investigações federais.
0	3183829	3183863	Kelly começará reuniões com o vice-ministro das Relações Exteriores da Rússia, Alexander Losyukov, em Washington na segunda-feira.	O vice-ministro das Relações Exteriores da Rússia, Alexander Losyukov, disse em Moscou na terça-feira que uma data firme será fixada até o final deste mês.
1	3257588	3257537	O último tiroteio relacionado à maratona foi o de 11 de novembro na Hamilton Central Elementary School, em Obetz, a cerca de 3 km da rodovia.	Outro tiroteio ligado à onda ocorreu no dia 11 de novembro na Hamilton Central Elementary, em Obetz, a cerca de três quilômetros da rodovia.
0	1321343	1321577	O Dow Jones Industrial Average caiu 128 pontos, ou 1,4%, em 9073, enquanto o Nasdaq caiu 34 pontos, ou 2,1%, para 1610.	No início das negociações, a média industrial da Dow Jones subiu 3,90, ou 0,04 por cento, para 9.113,75, tendo ganho 36,90 na terça-feira.
1	2560856	2560808	O PDC também quase certamente abanará as chamas da especulação sobre o lançamento de Longhorn.	O PDC também quase certamente reacenderá especulações sobre as datas de lançamento dos novos produtos da Microsoft.
1	2728434	2728420	As vendas - uma figura observada atentamente como um barômetro de sua saúde - aumentaram 5% em vez de cair como muitos especialistas do setor haviam previsto.	Ele também divulgou que as vendas - um número observado de perto pelos analistas como um barômetro de sua saúde - eram significativamente maiores do que os especialistas do setor esperavam.
1	3277643	3277659	A NEC está lançando seu software de gerenciamento e equipamento sem fio para uma variedade de setores, incluindo cuidados de saúde e hospitalidade.	A NEC está lançando seu software de gerenciamento e equipamento sem fio para uma variedade de setores, incluindo saúde e hospitalidade, disse um porta-voz da empresa.
1	2621134	2621174	Elena Slough, considerada a pessoa mais velha do país e a terceira pessoa mais velha do mundo, morreu no início da manhã de domingo.	ELENA Slough, considerada a pessoa mais velha dos EUA e a terceira pessoa mais velha do mundo, morreu.
1	2529661	2529575	&quot;Estamos declarando guerra ao assédio e agressão sexual.	&quot;Declaramos guerra contra agressão sexual e assédio sexual&quot;, disse Rosa.
0	953744	953727	O índice composto Nasdaq composto por tecnologia &lt;.IXIC&gt; acrescentou 1,92 pontos, ou 0,12 por cento, em 1.647,94.	O Nasdaq Composite Index .IXIC, com tecnologia ligada, caiu 0,08 de ponto para 1.646.
0	1268733	1268445	O dólar ficou em 117,85 ienes em relação à moeda japonesa, alta de 0,1%.	Contra o franco suíço, o dólar ficou em 1.3289 francos, um aumento de 0,5% no dia.
1	304482	304430	O jornal argelino El Watan informou que os seqüestradores resistiram ferozmente ao ataque do exército nesta manhã, disparando rifles Kalashnikov.	O jornal argelino El Watan informou que os seqüestradores apresentaram forte resistência durante o ataque do exército, disparando rifles Kalashnikov.
0	472952	472535	Mas a Mitsubishi Tokyo Financial (JP: 8306: notícias, gráfico, perfil) caiu 3.000 ienes, ou 0,65%, para 456.000 ienes.	A Sumitomo Mitsui Financial (JP: 8316: notícias, gráfico, perfil) caiu 2,5%, para 198.000 ienes.
0	3119349	3119343	&quot;Estamos apenas lidando com os direitos de se gabar aqui, quem ganha e quem perde&quot;.	&quot;Deixando de lado os honorários advocatícios, estamos lidando com os direitos de se gabar de quem ganha e quem perde&quot;, disse Gammerman.
1	224868	225233	As ações da Hartford subiram US $ 2,88 para US $ 46,50 nas negociações de compostos da Bolsa de Nova York.	As ações da Hartford subiram US $ 2,28, ou 5,2%, para US $ 45,90 nas negociações do meio-dia.
0	2678208	2678191	Este telefone inteligente Palm OS é o último produto que a empresa lançará antes de se tornar parte do palmOne.	Este foi quase certamente o seu último trimestre completo antes da empresa se tornar parte da Palm.
0	1177915	1178039	E eles acham que a proteína provavelmente está envolvida na disseminação de outras formas de câncer.	Eles pesquisadores dizem que a pesquisa pode ser relevante para outras formas de câncer.
1	129193	129302	Tokyo Electric Power Co. , A maior companhia de energia da Ásia, obteve aprovação para reiniciar o primeiro dos 17 reatores nucleares que desligou após admitir falsificação de relatórios de inspeção.	Tokyo Electric Power Co. , A maior companhia de energia da Ásia, reiniciou o primeiro dos 17 reatores nucleares que desligou depois de admitir que havia falsificado relatórios de inspeção.
1	2843951	2843930	A taxa de matrícula em faculdades particulares de quatro anos foi em média de US $ 19.710 este ano, um aumento de 6% em relação a 2002.	Para o ano acadêmico atual, as mensalidades nas faculdades públicas eram em média US $ 4.694, quase US $ 600 em relação ao ano anterior.
0	1849508	1849367	Também foram instaladas luzes de segurança e a polícia varreu o terreno para armadilhas.	Luzes de segurança também foram instaladas em um celeiro perto do portão da frente.
1	2624848	2624568	Ele disse que, com o plano de paz apoiado pelos EUA, ou roteiro, &quot;em coma&quot;, o ataque poderia facilmente ampliar o conflito pela região.	Jouejati disse que, com o roteiro apoiado pelos EUA &quot;em coma&quot;, o ataque poderia facilmente se expandir pela região.
1	2293340	2293455	Um ataque bem-sucedido pode ser iniciado em qualquer tipo de documento compatível com VBA, incluindo Microsoft Word, Excel ou PowerPoint.	Mas isso pode acontecer com qualquer formato de documento compatível com VBA, incluindo Word, Excel ou PowerPoint.
1	2750203	2750153	Funcionários da Brandeis disseram que este era um momento &quot;extremamente emocionante&quot; para o campus.	&quot;Este é um momento extremamente emocionante para toda a comunidade da Universidade Brandeis.
0	2622625	2622698	&quot;Se isso não é democrata, devo estar na reunião errada&quot;, afirmou.	E se isso não é um democrata, devo estar na reunião errada &quot;, disse ele, com aplausos estrondosos de seus apoiadores.
1	1946553	1946598	Menos de uma dúzia de agentes do FBI foram despachados para proteger e analisar evidências.	Menos de uma dúzia de agentes do FBI serão enviados ao Iraque para garantir e analisar as evidências do atentado.
1	2216702	2216672	Aqueles que só fizeram cirurgia viveram em média 46 meses.	Para aqueles que fizeram cirurgia sozinhos, a sobrevida média foi de 41 meses.
1	742090	742015	Nesta noite, um porta-voz do Ministério das Relações Exteriores da Rússia disse que o ministério pode emitir uma declaração na quinta-feira esclarecendo a posição da Rússia sobre a cooperação com os esforços de energia nuclear do Irã.	Hoje, um porta-voz do Ministério das Relações Exteriores da Rússia disse que pode emitir uma declaração na quinta-feira esclarecendo a posição da Rússia em ajudar os esforços de energia nuclear do Irã.
1	1795859	1795818	Um dia antes, um comitê nomeado pelo presidente reformista Mohammad Khatami pediu um inquérito judicial independente sobre a morte de Kazemi.	Um dia antes, um comitê nomeado pelo presidente Mohammad Khatami havia pedido uma investigação independente sobre a morte do fotojornalista de 54 anos.
1	2592956	2592914	A suíte vem completa com um processador de texto, planilha, software de apresentação e outros componentes, enquanto continua sua tradição de utilizar um formato de arquivo baseado em XML.	O conjunto inclui um processador de texto, planilha, aplicativo de apresentação (análogo ao PowerPoint) e outros componentes - todos criados em torno do formato de arquivo XML.
1	2845442	2845257	A jusante de Mount Vernon, o rio Skagit deveria atingir o pico de 36 pés - 8 pés acima do estágio de inundação - hoje à noite, disse Burke.	Esperava-se que o Skagit atingisse o pico durante a noite a 38 pés em Mount Vernon, 10 pés acima do estágio de inundação, disse o Serviço Nacional de Meteorologia.
0	2305958	2306072	A média industrial do Dow Jones caiu 44 pontos, ou 0,47 por cento, para 9.543, depois de marcar cinco sessões consecutivas.	A média industrial do Dow Jones .DJI subiu 18,25 pontos, ou 0,19%, para 9.586,71.
0	2156094	2155607	O índice composto da Nasdaq subiu 1,28, ou 0,1 por cento, para 1.766,60, após uma vitória semanal de 3,7 por cento.	O Nasdaq Composite Index .IXIC, com tecnologia ligada, caiu 24,44 pontos, ou 1,39 por cento, para 1.739,87.
1	758342	758501	Os médicos que violarem a proibição estarão sujeitos a multas e até dois anos de prisão.	Os médicos que realizam o procedimento podem pegar até dois anos de prisão, conforme o projeto.
0	869467	869240	Os contratos futuros de ações da Standard &amp; Poor&#39;s 500 caíram 4,40 pontos, para 983,50, enquanto os futuros da Nasdaq caíram 6,5 pontos, para 1.206,50.	O Índice Standard &amp; Poor&#39;s 500 subiu 1,75 pontos, ou 0,18 por cento, para 977,68.
1	1465425	1464865	Por exemplo, disse Anhalt, as crianças normalmente tratam uma garrafa de refrigerante de 20 onças como uma porção, embora na verdade contenha 2 porções de 8 ½ de onça.	Anhalt disse que as crianças normalmente tratam uma garrafa de refrigerante de 20 onças como uma porção, enquanto na verdade contém 2,5.
0	223008	222987	O rendimento da nota de 3% com vencimento em 2008 caiu 22 pontos-base, para 2,61%.	O rendimento caiu 2 pontos base, para 1,41%, depois de atingir 1,4% em 8 de maio, o menor desde 12 de março.
1	1168132	1167672	A opinião de Kline tratava especificamente dos provedores de aborto, mas também se aplicava aos médicos que prestam outros serviços, como pré-natal, a uma criança grávida com menos de 16 anos.	A opinião de Kline tratava especificamente dos provedores de aborto, mas mais tarde seu escritório disse que também se aplicaria a médicos que prestam serviços como atendimento pré-natal a meninas grávidas com menos de 16 anos.
1	1634651	1634798	A Agência Internacional de Energia Atômica das Nações Unidas pediu informações sobre a alegação após a publicação do dossiê, mas a Grã-Bretanha não forneceu nenhuma, disseram autoridades da ONU.	A Agência Internacional de Energia Atômica pediu informações sobre as afirmações de urânio após a publicação do dossiê de Londres, mas a Grã-Bretanha não forneceu nenhuma, disseram autoridades da ONU.
1	2189818	2189911	Dezesseis dias depois, quando o ar superaquecido da reentrada do ônibus espacial entrou na asa danificada, &quot;não havia possibilidade de sobrevivência da tripulação&quot;, disse o conselho.	Dezesseis dias depois, quando o ar superaquecido da reentrada do ônibus espacial entrou na asa danificada, &quot;não havia possibilidade de sobrevivência da tripulação&quot;, disse o conselho.
1	995311	995560	&quot;O mundo livre e aqueles que amam a liberdade e a paz devem lidar duramente com o Hamas e os assassinos&quot;, disse ele a repórteres ao sair de um culto na igreja.	&quot;Está claro que o mundo livre, aqueles que amam a liberdade e a paz, devem lidar duramente com o Hamas e os assassinos&quot;, disse ele.
0	554534	554959	A pressão se intensificará hoje, com a cobertura nacional da rodada final planejada pela ESPN e palavras ainda mais difíceis.	A pressão pode subir hoje, com a cobertura nacional da rodada final planejada pela ESPN, a rede de esportes a cabo.
1	14874	14831	Powell reagiu: &quot;Ele está acusando o presidente de um ato ridículo&quot;, disse ele.	Nesse caso, disse Powell, ele também está chamando o presidente de ridículo.
1	317570	317290	O memorando sobre a proteção das vendas do Windows e de outros softwares para desktop mencionava o Linux, um concorrente de software ainda pequeno, mas emergente, que não pertence a nenhuma empresa específica.	O memorando mencionava especificamente o Linux, um concorrente de software ainda pequeno, mas emergente, que não pertence a nenhuma empresa específica.
1	84518	84541	Também terça-feira, os Estados Unidos também libertaram mais prisioneiros de guerra iraquianos, e as autoridades anunciaram que tudo seria liberado em breve.	Enquanto isso, no sul do Iraque, os Estados Unidos libertaram mais prisioneiros de guerra iraquianos, e as autoridades anunciaram que tudo seria liberado em breve.
0	706709	706766	As listas resultantes levaram a um especial da CBS, os 100 anos da AFI. . . 100 Heroes &amp; Villains, apresentado por Arnold Schwarzenegger.	Um especial no horário nobre da lista, &quot;100 Anos da AFI ... 100 Heróis e Vilões&quot; foi ao ar na terça-feira na CBS.
0	2086071	2086118	A polícia alertou os moradores na sexta-feira para não viajarem sozinhos e evitarem lojas de conveniência e postos de gasolina à noite.	A polícia aconselhou os residentes na sexta-feira a não viajarem sozinhos para lojas de conveniência e ficarem atentos.
1	2521336	2521360	&quot;Não tivemos nada a ver com a decisão do pessoal interno da @ Stake&quot;, disse o porta-voz da Microsoft, Sean Sundwell.	&quot;A Microsoft não tem absolutamente nada a ver com a decisão do pessoal interno da AtStake&quot;, disse Sundwall.
