index	sentence1	sentence2	label
15	Greg Page, um ex-campeão de boxe dos pesos pesados que sofreu uma lesão cerebral grave em uma luta de 2001, morreu aos 50 anos. Sua esposa Patricia disse que o ex-campeão da WBA morreu em sua casa em Kentucky, EUA, por complicações relacionadas aos ferimentos que sofreu. sofreu na luta. Page ficou em coma por uma semana após a luta de 9 de março de 2001 contra Dale Crowe, que foi interrompida na 10ª rodada. Patricia Page disse que ele estava "em um lugar melhor agora" depois de anunciar na segunda-feira que havia morrido durante a noite dormindo.	Greg Page era um campeão da WBA.	entailment
16	Sierra provavelmente permanecerá na prisão no condado de Hillsborough, em sua terra natal, Tampa, até sua próxima audiência em 20 de dezembro, onde ela está presa sem fiança, o que a impediria de participar do evento de Washington na sexta-feira, mesmo se ela ainda tivesse permissão para se apresentar. . Sierra está na prisão desde o início do mês, depois de uma briga com policiais do lado de fora de uma boate em Tampa, da qual ela havia sido expulsa. Ela é acusada de intoxicação desordenada e resistência à prisão.	Sierra chegou uma vez à final do "American Idol".	not_entailment
17	Desde 1987, no entanto, o Brasil tomou medidas para reduzir drasticamente a destruição, incluindo a intensificação da fiscalização e a eliminação de incentivos fiscais que levaram ao desmatamento em larga escala.	No início dos anos 90, o Brasil começou a tomar medidas para salvar a floresta tropical.	not_entailment
18	A FIFA recebeu 11 propostas para sediar os torneios da Copa do Mundo de 2018 e 2022, uma competição internacional de futebol disputada pelas seleções masculinas. Os países que disputam a organização do torneio são Austrália, Inglaterra, Indonésia, Japão, México, Catar, Rússia, Coréia do Sul e Estados Unidos, que têm propostas individuais e as propostas conjuntas são da Bélgica-Holanda e Espanha-Portugal. Os lances selecionados são para os torneios de 2018 e 2022 e dois lances são apenas para o torneio de 2022. Catar e Coréia do Sul estão disputando apenas o torneio de 2022. As duas propostas vencedoras serão escolhidas em dezembro de 2010 pelo comitê executivo de 24 homens da FIFA. O presidente da FIFA, Sepp Blatter, disse: "Estamos muito satisfeitos com o nível fantástico de interesse em nossa principal competição, com todos os licitantes iniciais confirmando sua candidatura".	Sepp Blatter é o presidente da FIFA.	entailment
19	O petróleo americano caiu US $ 1,32, a US $ 42,83 por barril.	O petróleo leve americano baixou para o fechamento de 1,32 dólares, para 42,83 dólares o barril.	not_entailment
20	WINNENDEN, Alemanha - Um adolescente atirador matou 15 pessoas, a maioria mulheres, na quarta-feira, em um tumulto que começou em uma escola perto de Stuttgart, no sul da Alemanha, e terminou em uma cidade próxima, onde ele se matou depois que a polícia o feriu. O ataque deixou a Alemanha, que intensificou os rígidos controles de armas depois de um ataque semelhante em uma escola há sete anos, lutando para entender a carnificina que havia acontecido novamente, um país com relativamente poucos crimes violentos. Em 2002, um atirador matou 16 pessoas antes de se matar em uma escola em Erfurt, no leste da Alemanha.	Em 2002, perto de Stuttgart, um garoto matou 16 pessoas.	not_entailment
21	Há muitas esperanças na venda das participações da Talisman nos condados de Palm Beach e Hendry, que o vice-presidente Al Gore anunciou com muito alarde no ano passado, no 50º aniversário do Parque Nacional Everglades.	Everglades National Park está localizado em Flórida.	not_entailment
22	O vírus da raiva infecta o sistema nervoso central, causando encefalopatia e, finalmente, a morte. Os primeiros sintomas da raiva em humanos não são específicos, consistindo em febre, dor de cabeça e mal-estar geral.	A raiva é fatal em humanos.	entailment
23	As empresas americanas de tabaco demonstravam lucro na maioria dos trimestres devido às vendas de cigarros à exportação e à diversificação de produtos vendidos, incluindo alimentos.	A PM frequentemente entrava nos mercados com cigarros e comida.	not_entailment
24	O desenvolvimento da agricultura pelos primeiros seres humanos, há cerca de 10.000 anos, também foi prejudicial para muitos ecossistemas naturais, pois eles foram sistematicamente destruídos e substituídos por versões artificiais.	Os seres humanos existiam 10.000 anos atrás.	entailment
25	Os dois jovens líderes do golpe, Pibul Songgram e Pridi Phanomyang, ambos educados na Europa e influenciados por idéias ocidentais, passaram a dominar a política tailandesa nos anos seguintes.	Pibul era um jovem líder.	entailment
26	Afinal, Lin Piao foi o criador do "Pequeno Livro Vermelho" de Mao.	Lin Piao escreveu o "Pequeno Livro Vermelho".	entailment
27	Quando os pacientes interrompem um curso de antibióticos, as bactérias sobreviventes retornam com vingança, muitas vezes tendo sofrido uma rápida mutação para resistir à terapia.	As bactérias estão vencendo a guerra contra antibióticos.	not_entailment
28	Inicialmente, o Bundesbank se opôs à introdução do euro, mas foi obrigado a aceitá-lo à luz da pressão política dos políticos capitalistas que apoiaram sua introdução.	A introdução do euro foi contrária.	entailment
29	O Comitê de Imprensa das Forças Armadas (COPREFA) admitiu que as tropas do governo sofreram 11 baixas nesses confrontos, acrescentando que infligiram três baixas aos rebeldes.	Três rebeldes foram mortos por tropas do governo.	entailment
30	Um estudo econômico não será a base das decisões de políticas públicas do Canadá, mas a pesquisa de Easton mostra conclusivamente que existem benefícios econômicos na legalização da maconha.	A legalização das drogas tem benefícios.	entailment
31	Os arqueólogos encontraram cerca de 30 múmias maravilhosamente preservadas em uma necrópole egípcia de 4.000 anos que continha 53 túmulos. Supervisor de Antiguidades do Oriente Egito A equipe do Dr. Abdel-Rahman El-Ayedi estabeleceu seu sítio arqueológico no Oásis de Faiyum, perto da pirâmide egípcia de El-Lahun, ao sul do Cairo. Além das múmias, a equipe encontrou máscaras, amuletos, panelas de barro e uma mesa de oferendas localizada em uma capela funerária. A capela remonta a cerca de 30 aC a 337 dC.	30 múmias maravilhosamente preservadas foram localizadas no sul do Cairo.	entailment
32	O sangramento gastrointestinal pode ocorrer como um efeito adverso de medicamentos anti-inflamatórios não esteróides, como aspirina ou ibuprofeno.	A aspirina evita sangramentos gastrointestinais.	not_entailment
33	Um ex-funcionário da empresa, David Vance, de South Portland, disse que Hooper passava muito tempo na estrada, encontrando-se frequentemente com clientes entre Portland e Kittery.	Hooper é um cidadão de Portland.	not_entailment
34	Chipre, dividido ou não, ingressa na UE em 1º de maio.	Chipre foi dividido em duas partes em 1º de maio.	not_entailment
35	Líderes mundiais expressaram preocupação na quinta-feira de que a Coréia do Norte encerre as negociações de desarmamento nuclear de seis países e reforçará seu arsenal de armas nucleares.	A Coréia do Norte diz que possui um estoque de armas nucleares e está construindo mais.	not_entailment
36	Além de estabelecer a comissão eleitoral, as leis também dizem respeito à nacionalidade, uma questão controversa, pois as leis de cidadania foram reforçadas para excluir um dos principais concorrentes de Gbagbo da corrida presidencial de 2000, ex-primeiro-ministro Alassane Ouattara.	Gbagbo é um concorrente da Ouattara.	entailment
37	Mohandas Karamchand Gandhi nunca recebeu o Prêmio Nobel da Paz, embora ele tenha sido indicado cinco vezes entre 1937 e 1948.	Mohandas recebeu o Prêmio Nobel em 1989.	not_entailment
38	Os democratas-cristãos (CDU) conquistaram 35,2% dos votos, ou 225 assentos, contra 34,3% dos social-democratas do chanceler Gerhard Schroeder (SPD).	Parece improvável que exista uma coalizão entre os social-democratas de Gerhard Schroeder e a união democrata-cristã de Angela Merkel.	not_entailment
39	Eduardo VIII tornou-se rei em janeiro de 1936 e abdicado em dezembro.	O rei Eduardo VIII abdicou em dezembro de 1936.	entailment
40	O detido australiano David Hicks, da Baía de Guantánamo, conquistou a cidadania britânica, abrindo a porta para uma possível tentativa de libertá-lo das instalações de detenção dos EUA em Cuba. O juiz Lawrence Collins do Supremo Tribunal britânico anulou a recusa de cidadania do governo britânico a Hicks, cuja mãe nasceu na Inglaterra. O juiz Collins disse que o governo "não tem poder para negar ou privar a cidadania". O juiz Collins disse: "Na minha opinião, seria impróprio deixar de prestar assistência que de outra forma teria sido prestada, simplesmente porque se acreditava que o reclamante estivesse envolvido em terrorismo e não tivesse nenhuma conexão anterior com este país". O advogado de Hicks, Stephen Grosz, disse que a decisão foi um avanço. Ele disse que agora não há razão para Hicks não gozar da mesma proteção que os outros nove cidadãos britânicos libertados sem acusação da Baía de Guantánamo em representações do governo britânico.	Stephen Grosz é o advogado britânico de David Hicks.	not_entailment
41	As ervas daninhas são colhidas comercialmente na Nova Escócia desde o final dos anos 50 e atualmente são as algas comerciais mais importantes do Canadá Atlântico.	A vegetação marinha é colhida.	entailment
42	O presidente do Paquistão, Pervez Musharraf, ordenou que as forças de segurança tomassem ações firmes contra os manifestantes após o assassinato do líder da oposição Benazir Bhutto. A violência deixou pelo menos 44 pessoas mortas e dezenas de feridas. Musharraf insistiu que as medidas eram para proteger as pessoas. Ayaz Gul, da VOA, relata em Islamabad que também surgiu uma amarga disputa sobre como o político de 54 anos morreu e quem estava por trás de seu assassinato.	Musharraf ordenou que os manifestantes tomem medidas firmes contra as forças de segurança.	not_entailment
43	Um mês após o governador David A. Paterson desistir de sua proposta de um imposto sobre refrigerantes, o comissário de saúde da cidade de Nova York escreveu um artigo defendendo impostos "pesados" sobre refrigerantes e bebidas esportivas que contêm açúcar. Esse imposto, segundo o artigo, poderia ser o maior benefício para a saúde pública desde os impostos sobre o tabaco. O comissário, Dr. Thomas R. Frieden, e Kelly D. Brownell, da Universidade de Yale, seu co-autor, argumentam no New England Journal of Medicine que um imposto de um centavo por onça poderia reduzir o consumo em mais de 10% e aumentar US $ 1,2 bilhão por ano somente no Estado de Nova York.	Michael Bloomberg é o prefeito de Nova York.	not_entailment
44	Autoridades disseram que o suspeito finlandês estava entre os mortos, mas não forneceu um motivo para o ataque.	Autoridades disseram que o suspeito, um cidadão finlandês, estava entre os mortos.	entailment
45	A Grã-Bretanha concordou em levantar em 31 de março uma zona de proteção militar de 160 quilômetros imposta ao redor das ilhas desde que a Argentina as invadiu em 1982.	A zona de proteção militar em torno das Malvinas foi levantada.	entailment
46	O porta-voz do proprietário da balsa, PT Nur Budi, culpou as autoridades portuárias indonésias pela tragédia. "A capacidade de passageiros da balsa é de 205 pessoas, mas o administrador do porto aceitou mais passageiros porque achou que era possível", afirmou. A Agência Nacional de Meteorologia e Geofísica, no entanto, havia publicado e emitido um sinal de alerta sobre ondas altas na sexta-feira. Declarou especificamente que "no sábado, dia 10 e domingo, dia 11, as águas indonésias teriam testemunhado ondas de força de tempestade", mas, apesar dos terríveis avisos que KM Teratai fez para os mares.	Uma balsa indonésia com 300 passageiros afundou.	not_entailment
47	A tensão e as batalhas entre a polícia grega e os manifestantes anarquistas ocorreram no centro de Atenas, Grécia, durante a manifestação anti-guerra do 4º Fórum Social Europeu, que está sendo realizado na capital grega, de 4 a 7 de maio de 2006. A marcha dos aproximadamente 1.000 anarquistas terminaram com confrontos entre grupos de anarquistas e polícia. A polícia de choque usou gás lacrimogêneo, enquanto uma agência de um banco grego, uma lanchonete e cerca de 50 vitrines no centro de Atenas foram danificadas.	Os tumultos na Grécia começaram em 6 de dezembro.	not_entailment
48	O caso da Líbia contra a Grã-Bretanha e os EUA diz respeito à disputa por sua demanda por extradição de líbios acusados de explodir um jato da Pan Am sobre Lockerbie em 1988.	Um caso envolveu a extradição de suspeitos líbios no atentado de Pan Am Lockerbie.	entailment
49	A Argentina procurou ajuda da Grã-Bretanha em seu programa de privatização e incentivou o investimento britânico.	A Argentina buscou conhecimento do Reino Unido em privatização e agricultura.	not_entailment
50	"Em vez de agir contra o crime, temos o registro federal de armas longas, que se tornou um pesadelo burocrático inchado para caçadores, agricultores e canadenses rurais responsáveis. Isso custou aos contribuintes cerca de US $ 2 bilhões e não fez nada para reduzir o crime por armas. " disse Harper. Os conservadores anistiaram proprietários de armas não registrados. No momento, não há legislação definida na Câmara dos Comuns. O conservador Garry Breitkreuz de Saskatchewan apresentou a lei matando o registro de armas longas.	Garry Breitkreuz é membro do Partido Conservador.	entailment
51	Os pesquisadores do último estudo alimentaram um grupo de ratos com uma dieta na qual 60% das calorias vieram de gordura. A dieta começou quando os ratos, todos os machos, tinham 1 ano de idade, o que é meia-idade na longevidade do rato. Como esperado, os camundongos logo desenvolveram sinais de diabetes iminente, com fígados muito aumentados, e começaram a morrer muito mais cedo do que os ratos alimentados com uma dieta padrão.	Na idade de um ano, os ratos machos foram alimentados com uma dieta na qual 60% das calorias vieram de gordura.	entailment
52	Os soldados, que usavam cocar árabe, foram acusados de disparar contra a polícia iraquiana quando parados em um bloqueio na estrada.	Os soldados estavam dirigindo um carro civil e estavam vestidos com roupas civis quando houve um tiroteio entre eles e as patrulhas iraquianas.	not_entailment
53	Os Estados Unidos gostariam que os inspetores de armas da ONU retornassem ao Iraque, desde que os iraquianos adotassem ações concretas, afirmativas e demonstráveis "para mostrar total cooperação", afirmou Clinton.	Os inspetores de armas da ONU podem ficar no Iraque, disse Clinton.	not_entailment
54	Em 12 de agosto, o Batalhão San Carlos encontrou minas colocadas em seu caminho e um soldado foi morto enquanto dois ficaram gravemente feridos. Enquanto isso, em 10 de agosto, comandos urbanos pegaram um carro-patrulha de surpresa e jogaram uma granada dentro do carro, ferindo quatro e destruindo parcialmente o veículo.	Um carro-patrulha foi atacado pelo batalhão de San Carlos.	not_entailment
55	Cães farejadores de bombas foram levados para o apartamento de Rodriguez, em Mulberry St.	Cães farejadores de bombas foram estimados no apartamento de Rodriguez Mulberry St..	not_entailment
56	Novas pesquisas sobre telefones celulares afirmam que eles podem reduzir a contagem de esperma de um homem em até 30%.	A fertilidade masculina pode ser afetada pelo uso de telefones celulares.	entailment
57	Os trabalhadores da fábrica da Lufthansa Technik Automotive em Co Dublin devem votar hoje as mudanças nas práticas de trabalho que estão sendo procuradas pela administração da empresa. A empresa de manutenção de motores de aeronaves alertou que a rejeição das propostas ameaçaria um investimento planejado de 17230 milhões de euros na fábrica de Rathcoole e colocaria os empregos em risco. A LTA diz que não está buscando demissões ou cortes de pagamento e o investimento planejado garantiria o futuro da fábrica nos próximos 15 anos. As mudanças nas práticas de trabalho estão sendo buscadas após o colapso das negociações da Comissão de Relações Trabalhistas sobre o assunto.	A Lufthansa Technik Automotive demitiu 30 trabalhadores.	not_entailment
58	Reescreve as regras do comércio global, estabelecidas pelo Acordo Geral de Tarifas e Comércio, ou GATT, em 1947, e modificadas em várias rodadas de negociações desde então.	O GATT foi formado em 1947.	not_entailment
59	O vice-presidente Dick Cheney na terça-feira lançou uma obscenidade no plenário do Senado para pontuar uma troca de raiva com o senador de Vermont Patrick Leahy, enquanto todos os senadores se reuniam para sua foto anual.	Cheney xingou o senador Patrick Leahy.	entailment
60	Nas eleições gerais de maio de 2005, Michael Howard não derrubou o governo trabalhista, embora os conservadores tenham ganho 33 cadeiras, desempenhando o papel mais significativo na redução da maioria do trabalho de 167 para 66.	Nas eleições gerais de maio de 2005, os conservadores conseguiram 33 cadeiras.	not_entailment
61	O Norwegian Newspaper Corpus é um corpus amplo e autoexpansível de textos de jornais noruegueses. A coleção desse corpus dinâmico e em constante crescimento começou em 1998.	Dagbladet é um jornal norueguês.	not_entailment
62	Os holandeses, que governaram a Indonésia até 1949, chamaram a cidade de Jakarta Batavia.	Anteriormente (até 1949) Batávia, Jacarta é a maior cidade e capital da Indonésia.	not_entailment
63	O nome do mais novo filme de James Bond foi anunciado hoje. O 22º filme, anteriormente conhecido apenas como "Bond 22", será chamado "Quantum of Solace". A EON Productions que está produzindo o filme fez o anúncio hoje no Pinewood Studios, onde a produção do filme está em andamento desde o ano passado. O nome do filme foi inspirado em uma história curta (com o mesmo nome) de For Your Eyes Only do criador de Bond, Ian Fleming.	James Bond foi criado por Ian Fleming.	entailment
64	A operação de bypass gástrico, também conhecida como grampeamento no estômago, tornou-se o procedimento cirúrgico mais comum no tratamento da obesidade.	A obesidade é tratada clinicamente.	entailment
65	O custo do consumidor dos Estados Unidos caiu em junho.	Os gastos dos consumidores americanos mergulharam em junho.	not_entailment
66	O ex-líder do Iraque foi levado às pressas para o hospital no domingo passado, após se recusar a comer por dezesseis dias. Mas de acordo com agências de notícias, ele terminou a greve de fome almoçando na corte de Bagdá. "Saddam comeu carne, arroz e cola com pão que ele trouxe do hospital", disse uma fonte à agência de notícias Reuters. Ele estava em jejum com três co-réus, e eles estavam exigindo mais segurança para seus advogados de defesa, três dos quais foram assassinados.	Alguns australianos jejuaram para protestar.	not_entailment
67	Sonia Gandhi pode ser derrotada nas próximas eleições na Índia pelo BJP.	Sonia Gandhi é derrotada pelo BJP.	not_entailment
68	O primeiro-ministro de Israel, Ariel Sharon, disse que Mahmoud Abbas é um homem com quem Israel pode fazer negócios.	O líder palestino, Mahmoud Abbas, pode ser alguém com quem Israel possa conversar.	entailment
69	A estréia de Tempe Hometown terá todos os detalhes de um mega evento de Hollywood, incluindo chegadas no tapete vermelho, luzes de klieg, fãs gritando, paparazzi e cobertura da mídia das estrelas do filme lideradas pelo próprio Wolverine, Hugh Jackman e incluindo Liev Schreiber, Ryan Reynolds , Taylor Kitsch, Lynn Collins, will.i.am e diretor Gavin Hood. Após um concurso muito disputado, que se estendeu por milhares de cidades nos Estados Unidos, Tempe emergiu triunfante em uma tentativa ampla e abrangente da cidade de celebrar o evento de gala. O próprio prefeito Hugh Hallman reuniu a comunidade, que intensificou-se com dezenas de vídeos postados no YouTube.	Hugh Jackman interpreta o papel de Wolverine no filme.	entailment
70	Em outubro, no entanto, em meio às crescentes tensões entre o governo e os grupos da oposição, um carro-bomba feriu gravemente um político da oposição e matou seu motorista, em Beirute.	Um membro da oposição foi ferido em um ataque a carro-bomba em Beirute.	entailment
71	Weinstock revisou meticulosamente dezenas de estudos em busca de evidências de qualquer ligação entre o uso de filtro solar e um aumento ou diminuição do melanoma.	o número de câncer de pele aumenta.	not_entailment
72	A maioria das pessoas conhece a idéia de St. Bernards ou outros cães participando de esforços de resgate e recuperação. Os robôs também podem participar de missões de busca e resgate.	Os robôs são usados para encontrar vítimas desaparecidas.	entailment
73	Charlton Heston, nascido em Illinois, era um ator de 27 anos da Broadway e da televisão quando chegou a Hollywood para um contrato de cinco filmes com Hal Wallis.	Charlton Heston nasceu em Illinois.	entailment
74	O recorde de 60 home runs de Ruth na temporada de 1927 permaneceu insuperável até Roger Maris atingir 61 em 1961.	Babe Ruth atingiu 60 home runs em sua vida.	not_entailment
75	A tecnologia alemã foi empregada para construir a linha maglev existente em Xangai, a primeira do mundo a ser usada comercialmente.	Maglev é usado comercialmente.	entailment
76	SEATTLE - O líder de gangue das Nações Unidas, Clay Roueche, deve passar pelo menos 30 anos atrás das grades, após sua surpresa de apelo culpado nesta terça-feira por conspiração para contrabandear cocaína, maconha e lucros de drogas ilícitas, disse o advogado dos EUA Jeffrey Sullivan. Sullivan disse fora da corte que a liderança de Roueche da gangue violenta da ONU e a sofisticação da conspiração internacional sobre drogas serão fatores usados para argumentar por uma sentença mais longa - até a vida - para o canadense de 33 anos. E ele ressaltou que o acordo de confissão alcançado com Roueche não incluía "nenhum tipo de ruptura com relação à sentença".	Clay Roueche tem 33 anos.	entailment
77	A voz de Baker substituirá a voz sintetizada por computador anterior que foi usada anteriormente. BT disse que sua voz foi escolhida por ser instantaneamente reconhecível. Ele levou 11 dias para gravar 11.593 frases e sons que poderiam ser quebrados e remontados por um computador para criar novas palavras. Foram necessários cinco meses para processar essas gravações para tornar um serviço viável. A BT disse que não haverá barreiras quanto ao que a voz de Tom Baker pode "dizer", incluindo palavras rudes. "O que mais me atrai é o pensamento de que trarei boas notícias para as pessoas, seja uma mensagem atrevida, uma saudação de aniversário ou apenas um olá rápido", disse Baker.	Tom Baker trabalha para a BT.	entailment
78	O Comitê Nobel da Noruega é responsável pela seleção dos candidatos e pela escolha dos vencedores do Prêmio da Paz. O Comitê é composto por cinco membros nomeados pelo Storting (parlamento norueguês). O Prêmio da Paz é concedido em Oslo, Noruega e não em Estocolmo, Suécia, como os outros prêmios Nobel.	Os candidatos ao Prêmio Nobel da Paz foram escolhidos.	not_entailment
79	Mais de 150 golfinhos, tartarugas marinhas e baleias-de-bico foram mortas nas praias da África.	Golfinhos mortos, tartarugas e baleias foram encontradas em praias africanas.	entailment
80	Endon era respeitado por sua personalidade humilde e despretensiosa. Ela era popularmente conhecida como "Kak Endon" ou "Élder Sister Endon". Ela descobriu que tinha câncer em 2002, depois que sua irmã gêmea, Noraini, foi diagnosticada anteriormente com a doença. Noraini morreu em 2003. Endon removeu um seio e viajou regularmente para os Estados Unidos para tratamento. Ela voltou para a Malásia de Los Angeles em 1º de outubro, após cinco rodadas de quimioterapia desde julho. Endon esteve profundamente envolvido em programas de conscientização para o câncer de mama, a principal causa de mortes relacionadas a doenças para as mulheres da Malásia. Ela disse que se recusou a sentir pena de si mesma e teve sorte de poder obter o melhor tratamento médico.	Noraini tinha uma irmã gêmea chamada Endon.	entailment
81	Os autores desse processo mais recente afirmam que Lee, Perlmutter, Arthur Lieberman e Avi Arad conspiraram de má fé para ocultar e desviar interesses financeiros das criações de Lee atribuídas à Stan Lee Media em 1998. O colapso do SLM envolveu seu ex-presidente Peter F. Paul em fuga para o Brasil, contribuições feitas a Bill e Hillary Clinton, extradição de Paul e muito mais. Em 2007, a SLM entrou com um processo de US $ 5 bilhões no qual reivindicou a co-propriedade de todas as criações de Stan Lee para a Marvel.	Hillary Clinton é irmã de Bill.	not_entailment
82	Alex Da Silva, instrutor de dança de salsa e coreógrafo de "So You Think You Can Dance", da Fox, foi preso no sábado por suspeita de agredir sexualmente quatro de seus alunos, de acordo com um comunicado do Departamento de Polícia de Los Angeles. Da Silva, 41, é acusado de agredir os estudantes em suas duas casas no vale de San Fernando nos últimos seis anos, disse a polícia. Ele está sendo mantido em lugar da fiança de US $ 3,8 milhões. As autoridades disseram que as quatro vítimas eram todos estudantes de Da Silva na época dos ataques.	Alex Da Silva é um estudante de dança salsa.	not_entailment
83	Ruth se recuperou de suas doenças e problemas de 1925 para liderar a Liga Americana em home runs com 47, 28 home runs mais do que qualquer outro.	Ruth atingiu 47 corridas em sua vida.	not_entailment
84	Na terça-feira, 7 de outubro de 2003, Arnold Schwarzenegger foi eleito governador da Califórnia.	Arnold Schwarzenegger foi eleito governador da Califórnia.	entailment
85	Patricia Amy Messier e Eugene W. Weaver se casaram no dia 28 de maio na Igreja Católica Romana de St. Clare, em North Palm Beach.	Eugene W. Weaver é o marido de Patricia Amy.	entailment
86	Em 28 de abril de 1945, na Piazzale Loreto, em Milão, Benito Mussolini e sua amante Clara Petacci foram baleados e enforcados em um espetáculo que foi fotografado repetidamente.	A amante de Mussolini era Clara Petacci.	entailment
87	Doze das luas de Júpiter são relativamente pequenas e parecem ter sido mais provavelmente capturadas do que formadas em órbita ao redor de Júpiter.	Júpiter tem doze luas.	not_entailment
88	Zapatero visitou as seguintes cidades em quatro dias: Brasília, São Paulo, Buenos Aires e Santiago do Chile. Segundo fontes oficiais, essas visitas são a última parte do projeto que ele iniciou na Cúpula UE-América Latina em Guadalajara, México, e realizou na reunião ibero-americana na Costa Rica em novembro.	Zapatero participou da reunião ibero-americana na Costa Rica.	entailment
89	Jacarta fica em uma planície aluvial baixa e plana, com áreas pantanosas historicamente extensas; as partes da cidade mais para o interior são um pouco mais altas.	As partes de Jacarta, longe da costa, estão em terras um pouco mais altas.	entailment
90	O dinheiro arrecadado com a venda será confiado à família de Hepburn.	Os rendimentos vão para a família de Hepburn.	entailment
